actual_time,area,num_people,date,time_index,kind,area_type,num_people_prev_1min,n_eff,wait_time_min
2025-09-14 03:06:00,A,0,2025-09-14,186,actual,checkin,0.0,0.0,1.5
2025-09-14 03:07:00,A,0,2025-09-14,187,actual,checkin,0.0,0.0,1.5
2025-09-14 03:08:00,A,0,2025-09-14,188,actual,checkin,0.0,0.0,1.5
2025-09-14 03:09:00,A,0,2025-09-14,189,actual,checkin,0.0,0.0,1.5
2025-09-14 03:10:00,A,0,2025-09-14,190,actual,checkin,0.0,0.0,1.5
2025-09-14 03:11:00,A,0,2025-09-14,191,actual,checkin,0.0,0.0,1.5
2025-09-14 03:12:00,A,0,2025-09-14,192,actual,checkin,0.0,0.0,1.5
2025-09-14 03:13:00,A,0,2025-09-14,193,actual,checkin,0.0,0.0,1.5
2025-09-14 03:14:00,A,0,2025-09-14,194,actual,checkin,0.0,0.0,1.5
2025-09-14 03:15:00,A,0,2025-09-14,195,actual,checkin,0.0,0.0,1.5
2025-09-14 03:16:00,A,0,2025-09-14,196,actual,checkin,0.0,0.0,1.5
2025-09-14 03:17:00,A,0,2025-09-14,197,actual,checkin,0.0,0.0,1.5
2025-09-14 03:18:00,A,0,2025-09-14,198,actual,checkin,0.0,0.0,1.5
2025-09-14 03:19:00,A,0,2025-09-14,199,actual,checkin,0.0,0.0,1.5
2025-09-14 03:20:00,A,0,2025-09-14,200,actual,checkin,0.0,0.0,1.5
2025-09-14 03:21:00,A,0,2025-09-14,201,actual,checkin,0.0,0.0,1.5
2025-09-14 03:22:00,A,0,2025-09-14,202,actual,checkin,0.0,0.0,1.5
2025-09-14 03:23:00,A,0,2025-09-14,203,actual,checkin,0.0,0.0,1.5
2025-09-14 03:24:00,A,0,2025-09-14,204,actual,checkin,0.0,0.0,1.5
2025-09-14 03:25:00,A,0,2025-09-14,205,actual,checkin,0.0,0.0,1.5
2025-09-14 03:26:00,A,0,2025-09-14,206,actual,checkin,0.0,0.0,1.5
2025-09-14 03:27:00,A,0,2025-09-14,207,actual,checkin,0.0,0.0,1.5
2025-09-14 03:28:00,A,0,2025-09-14,208,actual,checkin,0.0,0.0,1.5
2025-09-14 03:29:00,A,0,2025-09-14,209,actual,checkin,0.0,0.0,1.5
2025-09-14 03:30:00,A,0,2025-09-14,210,actual,checkin,0.0,0.0,1.5
2025-09-14 03:31:00,A,0,2025-09-14,211,actual,checkin,0.0,0.0,1.5
2025-09-14 03:32:00,A,0,2025-09-14,212,actual,checkin,0.0,0.0,1.5
2025-09-14 03:33:00,A,0,2025-09-14,213,actual,checkin,0.0,0.0,1.5
2025-09-14 03:34:00,A,0,2025-09-14,214,actual,checkin,0.0,0.0,1.5
2025-09-14 03:35:00,A,0,2025-09-14,215,actual,checkin,0.0,0.0,1.5
2025-09-14 03:36:00,A,0,2025-09-14,216,actual,checkin,0.0,0.0,1.5
